domain,combined_score,category,category_label,pc1_score,llm_score,iffy_tier,sources
ncdc.noaa.gov,0.9093,5,High,0.9093,,,pc1
ncfloridanews.com,0.3565,2,Low,0.3597,,4,pc1+iffy
ncgeorgianews.com,0.3082,2,Low,0.2874,,4,pc1+iffy
ncic.nhs.uk,0.5703,3,Mixed,0.5703,,,pc1
ncindiananews.com,0.4199,3,Mixed,0.4548,,4,pc1+iffy
nckansasnews.com,0.3927,2,Low,0.4140,,4,pc1+iffy
nckentuckynews.com,0.4036,3,Mixed,0.4304,,4,pc1+iffy
ncmassnews.com,0.3546,2,Low,0.3569,,4,pc1+iffy
ncminnesotanews.com,0.5266,3,Mixed,0.6148,,4,pc1+iffy
ncmissnews.com,0.4539,3,Mixed,0.4559,,5,pc1+iffy
ncncnews.com,0.3581,2,Low,0.3621,,4,pc1+iffy
ncnewsonline.com,0.8434,5,High,0.8434,,,pc1
ncnewspress.com,0.5992,3,Mixed,0.5992,,,pc1
ncoklahomanews.com,0.5305,3,Mixed,0.6207,,4,pc1+iffy
ncpatimes.com,0.4814,3,Mixed,0.4814,,,pc1
ncpolicywatch.com,0.5979,3,Mixed,0.5468,0.7000,,pc1+llm
ncregister.com,0.6528,4,Moderately High,0.6293,0.7000,,pc1+llm
ncscooper.com,0.1811,1,Very Low,0.2216,0.1000,,pc1+llm
ncsctimes.com,0.4348,3,Mixed,0.4348,,,pc1
ncse.ngo,0.7090,4,Moderately High,0.7090,,,pc1
ncsl.org,0.9175,5,High,0.9263,0.9000,,pc1+llm
nctennnews.com,0.6952,4,Moderately High,0.6952,,,pc1
ncunionnews.com,0.3744,2,Low,0.3866,,4,pc1+iffy
ncvermontnews.com,0.6461,4,Moderately High,0.6461,,,pc1
ncwisconsinnews.com,0.3718,2,Low,0.3718,,,pc1
ncwvnews.com,0.3899,2,Low,0.3899,,,pc1
nd-aktuell.de,0.6988,4,Moderately High,0.6988,,,pc1
ndbusinessdaily.com,0.4019,3,Mixed,0.4019,,,pc1
ndnorthnews.com,0.5466,3,Mixed,0.6449,,4,pc1+iffy
ndr.de,0.6856,4,Moderately High,0.5785,0.9000,,pc1+llm
ndtv.com,0.7104,4,Moderately High,0.7157,0.7000,,pc1+llm
nealabamanews.com,0.3565,2,Low,0.3597,,4,pc1+iffy
neatlantanews.com,0.3691,2,Low,0.3786,,4,pc1+iffy
nebergennews.com,0.5212,3,Mixed,0.6068,,4,pc1+iffy
nebraska.tv,0.7148,4,Moderately High,0.7223,0.7000,,pc1+llm
nebraskabusinessdaily.com,0.3716,2,Low,0.3824,,4,pc1+iffy
necalinews.com,0.3238,2,Low,0.3108,,4,pc1+iffy
necn.com,0.7606,4,Moderately High,0.7909,0.7000,,pc1+llm
necoloradonews.com,0.3348,2,Low,0.3272,,4,pc1+iffy
neconnnews.com,0.3149,2,Low,0.2973,,4,pc1+iffy
nedallasnews.com,0.5432,3,Mixed,0.5432,,,pc1
needtoknow.news,0.1518,1,Very Low,0.1528,,2,pc1+iffy
nefloridanews.com,0.3691,2,Low,0.3786,,4,pc1+iffy
nefranklinnews.com,0.5466,3,Mixed,0.6449,,4,pc1+iffy
negronews.fr,0.4502,3,Mixed,0.4502,,,pc1
neiltyson.news,0.2986,2,Low,0.2986,,,pc1
neindiananews.com,0.4199,3,Mixed,0.4548,,4,pc1+iffy
neiowanews.com,0.3456,2,Low,0.3434,,4,pc1+iffy
nejm.org,0.9462,5,High,0.9443,0.9500,,pc1+llm
nekansascitynews.com,0.5256,3,Mixed,0.6134,,4,pc1+iffy
nekansasnews.com,0.4050,3,Mixed,0.4325,,4,pc1+iffy
nekentuckynews.com,0.3602,2,Low,0.3654,,4,pc1+iffy
nelouisiananews.com,0.5268,3,Mixed,0.6152,,4,pc1+iffy
nelsonstar.com,0.6765,4,Moderately High,0.6648,0.7000,,pc1+llm
nemissnews.com,0.4475,3,Mixed,0.4963,,4,pc1+iffy
nemissourinews.com,0.4066,3,Mixed,0.4348,,4,pc1+iffy
nemontananews.com,0.5011,3,Mixed,0.5766,,4,pc1+iffy
nenashvillenews.com,0.4576,3,Mixed,0.4576,,,pc1
nenebraskanews.com,0.4173,3,Mixed,0.4510,,4,pc1+iffy
nenewmexiconews.com,0.3723,2,Low,0.3835,,4,pc1+iffy
nenewyorktoday.com,0.4651,3,Mixed,0.5227,,4,pc1+iffy
nenorthdakotanews.com,0.3646,2,Low,0.3719,,4,pc1+iffy
neohiotimes.com,0.4152,3,Mixed,0.4478,,4,pc1+iffy
neoklahomanews.com,0.6002,4,Moderately High,0.7253,,4,pc1+iffy
neonnettle.com,0.1652,1,Very Low,0.1553,0.2000,2,pc1+llm+iffy
neonrevolt.com,0.3561,2,Low,0.4342,0.2000,,pc1+llm
neopresse.com,0.4610,3,Mixed,0.4610,,,pc1
neoshodailynews.com,0.6990,4,Moderately High,0.6990,,,pc1
neovitruvian.com,0.3603,2,Low,0.3603,,,pc1
neovitruvian.wordpress.com,0.2944,2,Low,0.2944,,,pc1
neozone.org,0.6730,4,Moderately High,0.6730,,,pc1
nepanhandlenews.com,0.3716,2,Low,0.3824,,4,pc1+iffy
nephef.com,0.4292,3,Mixed,0.4292,,,pc1
nepiedmontnews.com,0.5273,3,Mixed,0.6160,,4,pc1+iffy
nerdist.com,0.5612,3,Mixed,0.4918,0.7000,,pc1+llm
nesacramentonews.com,0.3275,2,Low,0.3162,,4,pc1+iffy
nesdnews.com,0.4190,3,Mixed,0.4190,,,pc1
nessuna-censura.com,0.2164,2,Low,0.2164,,,pc1
netarrantnews.com,0.3899,2,Low,0.3899,,,pc1
netdoctor.co.uk,0.6477,4,Moderately High,0.5715,0.8000,,pc1+llm
netdoktor.de,0.6477,4,Moderately High,0.5715,0.8000,,pc1+llm
netherlandsnewslive.com,0.5660,3,Mixed,0.5660,,,pc1
netnewsledger.com,0.5155,3,Mixed,0.5155,,,pc1
netzfrauen.org,0.5555,3,Mixed,0.5555,,,pc1
netzpolitik.org,0.6903,4,Moderately High,0.6354,0.8000,,pc1+llm
neuepresse.de,0.7126,4,Moderately High,0.7126,,,pc1
neues-deutschland.de,0.5881,3,Mixed,0.5821,0.6000,,pc1+llm
neuronation.com,0.4900,3,Mixed,0.4550,0.7000,4,pc1+llm+iffy
neurosciencenews.com,0.8043,5,High,0.8564,0.7000,,pc1+llm
nevadaappeal.com,0.6776,4,Moderately High,0.6663,0.7000,,pc1+llm
nevadacurrent.com,0.5580,3,Mixed,0.4870,0.7000,,pc1+llm
nevadaiowajournal.com,0.6337,4,Moderately High,0.6337,,,pc1
nevadanews9.site,0.3899,2,Low,0.3899,,,pc1
nevadapost365.site,0.2828,2,Low,0.2828,,,pc1
nevadasenateupdates.com,0.6446,4,Moderately High,0.6446,,,pc1
nevalleytimes.com,0.3691,2,Low,0.3786,,4,pc1+iffy
nevermontnews.com,0.5227,3,Mixed,0.5227,,,pc1
nevo.news,0.2438,2,Low,0.2438,,,pc1
new.finalcall.com,0.3500,2,Low,,,4,iffy
newagebd.net,0.5212,3,Mixed,0.4818,0.6000,,pc1+llm
newamerica.org,0.7836,4,Moderately High,0.7754,0.8000,,pc1+llm
newamericannews.com,0.1821,1,Very Low,0.1981,,2,pc1+iffy
newarkadvertiser.co.uk,0.5975,3,Mixed,0.5462,0.7000,,pc1+llm
newarkadvocate.com,0.6561,4,Moderately High,0.6342,0.7000,,pc1+llm
newarkpostonline.com,0.6093,4,Moderately High,0.6093,,,pc1
newarkreporter.com,0.5512,3,Mixed,0.6518,,4,pc1+iffy
newashingtonnews.com,0.4510,3,Mixed,0.4510,,,pc1
newatlas.com,0.8043,5,High,0.8564,0.7000,,pc1+llm
newbernsj.com,0.8744,5,High,0.8744,,,pc1
newbostonpost.com,0.6556,4,Moderately High,0.6556,,,pc1
newburyportnews.com,0.6409,4,Moderately High,0.6409,,,pc1
newcastletoons.com,0.7628,4,Moderately High,0.7628,,,pc1
newcenturytimes.com,0.2942,2,Low,0.2942,,,pc1
newcoldwar.org,0.5328,3,Mixed,0.5328,,,pc1
newcolosite.wpengine.com,0.6300,4,Moderately High,0.6300,,,pc1
newcriterion.com,0.6694,4,Moderately High,0.6541,0.7000,,pc1+llm
newdiscourses.com,0.1500,1,Very Low,,,2,iffy
newenergyreport.com,0.3057,2,Low,0.3057,,,pc1
neweurope.eu,0.8078,5,High,0.8617,0.7000,,pc1+llm
newhamburgindependent.ca,0.6957,4,Moderately High,0.6957,,,pc1
newhamrecorder.co.uk,0.5026,3,Mixed,0.5026,,,pc1
newhumanist.org.uk,0.7916,4,Moderately High,0.8375,0.7000,,pc1+llm
newidea.com.au,0.5277,3,Mixed,0.5915,0.4000,,pc1+llm
newideal.aynrand.org,0.8526,5,High,0.8526,,,pc1
newint.org,0.6789,4,Moderately High,0.6184,0.8000,,pc1+llm
newisconsinnews.com,0.4814,3,Mixed,0.4814,,,pc1
newjersey.news12.com,0.6014,4,Moderately High,0.6014,,,pc1
newjerseyglobe.com,0.6481,4,Moderately High,0.6471,0.6500,,pc1+llm
newleftreview.org,0.7874,4,Moderately High,0.7811,0.8000,,pc1+llm
newmatilda.com,0.7267,4,Moderately High,0.7901,0.6000,,pc1+llm
newmexicosun.com,0.3500,2,Low,,,4,iffy
newmoderate.com,0.7214,4,Moderately High,0.7214,,,pc1
newnation.org,0.1215,1,Very Low,0.1680,0.1000,1,pc1+llm+iffy
newnationalist.net,0.4069,3,Mixed,0.5854,,1,pc1+iffy
newnews40.pro,0.2794,2,Low,0.2794,,,pc1
newnotizie.it,0.7045,4,Moderately High,0.7045,,,pc1
newobserveronline.com,0.3914,2,Low,0.4870,0.2000,,pc1+llm
neworleanscitybusiness.com,0.6620,4,Moderately High,0.6430,0.7000,,pc1+llm
newpittsburghcourier.com,0.5680,3,Mixed,0.5020,0.7000,,pc1+llm
newpol.org,0.6455,4,Moderately High,0.6455,,,pc1
newpoliticstoday.com,0.2539,2,Low,0.2539,,,pc1
newportindependent.com,0.6665,4,Moderately High,0.6665,,,pc1
newportplaintalk.com,0.7281,4,Moderately High,0.7281,,,pc1
newportri.com,0.6328,4,Moderately High,0.5992,0.7000,,pc1+llm
newrepublic.com,0.6050,4,Moderately High,0.5575,0.7000,,pc1+llm
newrichmond-news.com,0.6331,4,Moderately High,0.6331,,,pc1
newrivervalleytimes.com,0.5753,3,Mixed,0.5753,,,pc1
news-4.us,0.6104,4,Moderately High,0.6104,,,pc1
news-actual.com,0.6208,4,Moderately High,0.6208,,,pc1
news-bulletin.com,0.7009,4,Moderately High,0.7009,,,pc1
news-gazette.com,0.7780,4,Moderately High,0.8169,0.7000,,pc1+llm
news-herald.com,0.8019,5,High,0.8528,0.7000,,pc1+llm
news-herald.net,0.9032,5,High,0.9032,,,pc1
news-hound.com,0.2165,2,Low,0.2165,,,pc1
news-journal.com,0.8790,5,High,0.8790,,,pc1
news-journalonline.com,0.6660,4,Moderately High,0.6491,0.7000,,pc1+llm
news-leader.com,0.7776,4,Moderately High,0.8163,0.7000,,pc1+llm
news-medical.net,0.5824,3,Mixed,0.5237,0.7000,,pc1+llm
news-press.com,0.6297,4,Moderately High,0.5946,0.7000,,pc1+llm
news-sentinel.com,0.7628,4,Moderately High,0.7628,,,pc1
news-star.com,0.7356,4,Moderately High,0.7356,,,pc1
news.abs-cbn.com,0.9265,5,High,0.9265,,,pc1
news.amomama.com,0.8881,5,High,0.8881,,,pc1
news.cn,0.5331,3,Mixed,0.6911,0.4000,4,pc1+llm+iffy
news.com.au,0.7676,4,Moderately High,0.8015,0.7000,,pc1+llm
news.de,0.8206,5,High,0.8206,,,pc1
news.err.ee,0.8881,5,High,0.8881,,,pc1
news.fidelityhouse.eu,0.6840,4,Moderately High,0.6840,,,pc1
news.google.com,0.7906,4,Moderately High,0.7906,,,pc1
news.grabien.com,0.5333,3,Mixed,0.5333,,,pc1
news.groopspeak.com,0.6541,4,Moderately High,0.6541,,,pc1
news.harvard.edu,0.9209,5,High,0.9209,,,pc1
news.hjnews.com,0.9086,5,High,0.9086,,,pc1
news.konbini.com,0.4641,3,Mixed,0.4641,,,pc1
news.mongabay.com,0.7761,4,Moderately High,0.7761,,,pc1
news.sky.com,0.8666,5,High,0.8666,,,pc1
news.trust.org,0.8402,5,High,0.8402,,,pc1
news.wbfo.org,0.8410,5,High,0.8410,,,pc1
news.yahoo.com,0.8169,5,High,0.8169,,,pc1
news10.com,0.5526,3,Mixed,0.5526,,,pc1
news12.com,0.6465,4,Moderately High,0.6197,0.7000,,pc1+llm
news14kgpn.com,0.3820,2,Low,0.3820,,,pc1
news14now.com,0.2438,2,Low,0.2438,,,pc1
news18.com,0.4065,3,Mixed,0.2879,0.7000,4,pc1+llm+iffy
news24.com,0.8474,5,High,0.8712,0.8000,,pc1+llm
news24europa.com,0.2945,2,Low,0.2945,,,pc1
news24italia.it,0.3509,2,Low,0.3509,,,pc1
news24roma.altervista.org,0.2691,2,Low,0.2691,,,pc1
news24roma.com,0.2164,2,Low,0.2164,,,pc1
news24tg.com,0.2690,2,Low,0.2690,,,pc1
news38.de,0.6417,4,Moderately High,0.6417,,,pc1
news3insider.com,0.2705,2,Low,0.2705,,,pc1
news3lv.com,0.7071,4,Moderately High,0.7107,0.7000,,pc1+llm
news4jax.com,0.7160,4,Moderately High,0.7239,0.7000,,pc1+llm
news4ktla.com,0.2014,2,Low,0.2014,,,pc1
news4sanantonio.com,0.5733,3,Mixed,0.5099,0.7000,,pc1+llm
news4teachers.de,0.6068,4,Moderately High,0.6068,,,pc1
news5cleveland.com,0.7111,4,Moderately High,0.7166,0.7000,,pc1+llm
news8000.com,0.6610,4,Moderately High,0.6416,0.7000,,pc1+llm
news9.com,0.8625,5,High,0.8625,,,pc1
news91.me,0.4195,3,Mixed,0.4195,,,pc1
newsaddicts.com,0.1500,1,Very Low,,,2,iffy
newsadvance.com,0.6270,4,Moderately High,0.5906,0.7000,,pc1+llm
newsaegis.com,0.7230,4,Moderately High,0.7230,,,pc1
newsammo.com,0.3516,2,Low,0.3524,,4,pc1+iffy
newsandguts.com,0.6370,4,Moderately High,0.6054,0.7000,,pc1+llm
newsandgutsmedia.com,0.7497,4,Moderately High,0.7497,,,pc1
newsandnews.com,0.8712,5,High,0.8712,,,pc1
newsandsentinel.com,0.7876,4,Moderately High,0.7876,,,pc1
newsandstar.co.uk,0.6384,4,Moderately High,0.6076,0.7000,,pc1+llm
newsandtribune.com,0.6346,4,Moderately High,0.6020,0.7000,,pc1+llm
newsargus.com,0.5711,3,Mixed,0.5711,,,pc1
newsbbc.net,0.4382,3,Mixed,0.4382,,,pc1
newsbiscuit.com,0.2736,2,Low,0.3603,0.1000,,pc1+llm
newsblaze.com,0.3092,2,Low,0.2888,,4,pc1+iffy
newsbreak.com,0.4431,3,Mixed,0.4112,0.6000,4,pc1+llm+iffy
newsbreakers.org,0.3675,2,Low,0.3675,,,pc1
newsbreakhere.com,0.3286,2,Low,0.3286,,,pc1
newsbreakingspipe.com,0.4290,3,Mixed,0.4290,,,pc1
newsbreakshere.com,0.2236,2,Low,0.2236,,,pc1
newsbud.com,0.2887,2,Low,0.2581,,4,pc1+iffy
newsbusters.org,0.3895,2,Low,0.4343,0.3000,,pc1+llm
newsbuzzdaily.com,0.2463,2,Low,0.2463,,,pc1
newsbysquad.com,0.2438,2,Low,0.2438,,,pc1
newscartels.com,0.2423,2,Low,0.2423,,,pc1
newscenter1.tv,0.6839,4,Moderately High,0.6839,,,pc1
newscentermaine.com,0.8179,5,High,0.8268,0.8000,,pc1+llm
newschannel10.com,0.6618,4,Moderately High,0.6427,0.7000,,pc1+llm
newschannel20.com,0.7258,4,Moderately High,0.7258,,,pc1
newschannel5.com,0.8086,5,High,0.8629,0.7000,,pc1+llm
newschannel6now.com,0.6546,4,Moderately High,0.6546,,,pc1
newschannel9.com,0.6575,4,Moderately High,0.6362,0.7000,,pc1+llm
newschant.com,0.4616,3,Mixed,0.4616,,,pc1
newschief.com,0.6097,4,Moderately High,0.6097,,,pc1
newscientist.com,0.9237,5,High,0.9356,0.9000,,pc1+llm
newsclub.pro,0.3008,2,Low,0.3008,,,pc1
newsconservative.com,0.2267,2,Low,0.2267,,,pc1
newscorpse.com,0.4874,3,Mixed,0.5811,0.3000,,pc1+llm
newscrap.org,0.6042,4,Moderately High,0.6042,,,pc1
newscronaca.it,0.2463,2,Low,0.2463,,,pc1
newsdaily10.com,0.2463,2,Low,0.2463,,,pc1
newsdaily12.com,0.2165,2,Low,0.2165,,,pc1
newsdaily27.com,0.2463,2,Low,0.2463,,,pc1
newsday.com,0.8491,5,High,0.8736,0.8000,,pc1+llm
newsdeeply.com,0.7996,4,Moderately High,0.7996,,,pc1
newsdiscoverer.com,0.6569,4,Moderately High,0.6569,,,pc1
newsela.com,0.8311,5,High,0.8466,0.8000,,pc1+llm
newser.com,0.7764,4,Moderately High,0.8646,0.6000,,pc1+llm
newsexaminer.com,0.6224,4,Moderately High,0.6224,,,pc1
newsexaminer.net,0.1620,1,Very Low,0.1990,0.1000,2,pc1+llm+iffy
newsfactsnetwork.com,0.9120,5,High,0.9120,,,pc1
newsfakes.com,0.3053,2,Low,0.3053,,,pc1
newsfeedhunter.com,0.1645,1,Very Low,0.1718,,2,pc1+iffy
newsfeedin.com,0.3160,2,Low,0.3160,,,pc1
newsfeedobserver.com,0.3603,2,Low,0.3603,,,pc1
newsflashonline.info,0.6056,4,Moderately High,0.6056,,,pc1
newsflooring.com,0.7385,4,Moderately High,0.7385,,,pc1
newsformetoday.com,0.2267,2,Low,0.2267,,,pc1
newsfrompolitics.com,0.4071,3,Mixed,0.4071,,,pc1
newsglobal.com,0.2770,2,Low,0.3405,,2,pc1+iffy
newsguardtech.com,0.8754,5,High,0.8631,0.9000,,pc1+llm
newsheist.com,0.2164,2,Low,0.2497,,2,pc1+iffy
newsherald.com,0.6959,4,Moderately High,0.6959,,,pc1
newshounds.us,0.4931,3,Mixed,0.5897,0.3000,,pc1+llm
newshourfirst.com,0.1920,1,Very Low,0.2090,0.2000,2,pc1+llm+iffy
newshouse.org,0.4714,3,Mixed,0.4714,,,pc1
newshubs.info,0.2438,2,Low,0.2438,,,pc1
newsinsideout.com,0.1573,1,Very Low,0.1396,0.2000,2,pc1+llm+iffy
newsinsider-us.com,0.3415,2,Low,0.3415,,,pc1
newsitalys.com,0.2165,2,Low,0.2165,,,pc1
newsite.thehindu.com,0.8338,5,High,0.8338,,,pc1
newsjustforyou1.blogspot.com,0.2164,2,Low,0.2164,,,pc1
newslanded.com,0.7341,4,Moderately High,0.7341,,,pc1
newsleader.com,0.6297,4,Moderately High,0.5946,0.7000,,pc1+llm
newsleak.co,0.2164,2,Low,0.2164,,,pc1
newsleaks.co,0.6041,4,Moderately High,0.6041,,,pc1
newsleno.com,0.6038,4,Moderately High,0.6038,,,pc1
newsletter.co.uk,0.6267,4,Moderately High,0.5901,0.7000,,pc1+llm
newslo.com,0.3528,2,Low,0.4292,0.2000,,pc1+llm
newslogue.com,0.1312,1,Very Low,0.1312,,,pc1
newslookup.com,0.8122,5,High,0.8122,,,pc1
newsmag.pro,0.2929,2,Low,0.2929,,,pc1
newsmagazine.com,0.2569,2,Low,0.2569,,,pc1
newsmaven.io,0.6683,4,Moderately High,0.6683,,,pc1
newsmax.com,0.2811,2,Low,0.2872,0.4000,2,pc1+llm+iffy
newsmedia2020.pro,0.4384,3,Mixed,0.4384,,,pc1
newsminer.com,0.5535,3,Mixed,0.5535,,,pc1
newsmutiny.com,0.2670,2,Low,0.2670,,,pc1
newsnationnow.com,0.8645,5,High,0.9467,0.7000,,pc1+llm
newsner.com,0.4966,3,Mixed,0.5449,0.4000,,pc1+llm
newsninja2012.com,0.6569,4,Moderately High,0.6569,,,pc1
newsnow.co.uk,0.7519,4,Moderately High,0.7778,0.7000,,pc1+llm
newsnow17.com,0.3603,2,Low,0.3603,,,pc1
newsobserver.com,0.8113,5,High,0.8169,0.8000,,pc1+llm
newsoftrump.com,0.3411,2,Low,0.3411,,,pc1
newsok.com,0.6540,4,Moderately High,0.6310,0.7000,,pc1+llm
newsomwatch.com,0.2894,2,Low,0.2894,,,pc1
newson6.com,0.6135,4,Moderately High,0.5703,0.7000,,pc1+llm
newsone.com,0.6413,4,Moderately High,0.6120,0.7000,,pc1+llm
newsoptimist.ca,0.9058,5,High,0.9058,,,pc1
newspapercollections.com,0.5698,3,Mixed,0.5698,,,pc1
newsphd.com,0.2469,2,Low,0.2469,,,pc1
newspress.com,0.4372,3,Mixed,0.4372,,,pc1
newspressnow.com,0.6396,4,Moderately High,0.6093,0.7000,,pc1+llm
newspunch.com,0.1246,1,Very Low,0.1243,0.2000,1,pc1+llm+iffy
newspushed.com,0.2015,2,Low,0.2273,,2,pc1+iffy
newsrael.com,0.3500,2,Low,,,4,iffy
newsrapter.com,0.3008,2,Low,0.3008,,,pc1
newsready.com,0.3160,2,Low,0.2990,,4,pc1+iffy
newsrepublican.com,0.6473,4,Moderately High,0.6473,,,pc1
newsrescue.com,0.4014,3,Mixed,0.4271,,4,pc1+iffy
newsrnd.com,0.3500,2,Low,,,4,iffy
newsroom.clevelandclinic.org,0.5307,3,Mixed,0.5307,,,pc1
newsroom24.co.uk,0.4539,3,Mixed,0.4539,,,pc1
newsservis.com,0.1150,1,Very Low,0.1150,,,pc1
newsshopper.co.uk,0.5791,3,Mixed,0.5187,0.7000,,pc1+llm
newssloth.com,0.3896,2,Low,0.4093,,4,pc1+iffy
newstab.us,0.3437,2,Low,0.3437,,,pc1
newstalkkzrg.com,0.6093,4,Moderately High,0.6093,,,pc1
newstarget.com,0.1237,1,Very Low,0.0723,0.2000,2,pc1+llm+iffy
newstatesman.com,0.7320,4,Moderately High,0.6979,0.8000,,pc1+llm
newstbt.com,0.6917,4,Moderately High,0.6917,,,pc1
newsthump.com,0.3920,2,Low,0.5380,0.1000,,pc1+llm
newstime24.altervista.org,0.2463,2,Low,0.2463,,,pc1
newstimes.com,0.7967,4,Moderately High,0.7967,,,pc1
newstoad.net,0.4346,3,Mixed,0.4346,,,pc1
newstopicnews.com,0.7014,4,Moderately High,0.7014,,,pc1
newstrib.com,0.6913,4,Moderately High,0.6913,,,pc1
newstribune.com,0.6093,4,Moderately High,0.6093,,,pc1
newstribune.info,0.7170,4,Moderately High,0.7170,,,pc1
newstv3.com,0.2374,2,Low,0.2374,,,pc1
newsuptoday.com,0.2653,2,Low,0.2653,,,pc1
newsview.gr,0.1188,1,Very Low,0.1532,,1,pc1+iffy
newsvirginian.com,0.5521,3,Mixed,0.4782,0.7000,,pc1+llm
newswars.com,0.2123,2,Low,0.2497,0.2000,2,pc1+llm+iffy
newswatch28.com,0.2236,2,Low,0.2236,,,pc1
newswatch33.com,0.2608,2,Low,0.2608,,,pc1
newswatchman.com,0.8138,5,High,0.8138,,,pc1
newsweek.com,0.7956,4,Moderately High,0.8185,0.7500,,pc1+llm
newswest9.com,0.6398,4,Moderately High,0.6097,0.7000,,pc1+llm
newswire-24.com,0.4761,3,Mixed,0.4761,,,pc1
newswithviews.com,0.2080,2,Low,0.2410,0.2000,2,pc1+llm+iffy
newsy.com,0.8203,5,High,0.8805,0.7000,,pc1+llm
newtondailynews.com,0.6093,4,Moderately High,0.6093,,,pc1
newvisionnews.net,0.7442,4,Moderately High,0.7442,,,pc1
newwestrecord.ca,0.6888,4,Moderately High,0.6888,,,pc1
newyomingnews.com,0.6070,4,Moderately High,0.6070,,,pc1
newyork.cbslocal.com,0.7198,4,Moderately High,0.7198,,,pc1
newyorkbeacon.com,0.6900,4,Moderately High,0.6900,,,pc1
newyorker.com,0.7423,4,Moderately High,0.6635,0.9000,,pc1+llm
newyorker.com/humor,0.4026,3,Mixed,0.4026,,,pc1
newyorker.com/humor/borowitz-report,0.2732,2,Low,0.2732,,,pc1
newyorklatestnews.com,0.5894,3,Mixed,0.5894,,,pc1
newyorkpost.com,0.5279,3,Mixed,0.4919,0.6000,,pc1+llm
newyorktimes.com,0.7144,4,Moderately High,0.6216,0.9000,,pc1+llm
newyorkupstate.com,0.6817,4,Moderately High,0.6725,0.7000,,pc1+llm
newzeal.blogspot.com,0.6279,4,Moderately High,0.6279,,,pc1
newzealandtimes.live,0.3167,2,Low,0.3167,,,pc1
newzjunky.com,0.8550,5,High,0.8550,,,pc1
newzmagazine.com,0.4290,3,Mixed,0.4290,,,pc1
newzoh.com,0.1500,1,Very Low,,,2,iffy
nextavenue.org,0.7852,4,Moderately High,0.7778,0.8000,,pc1+llm
nextbigfuture.com,0.7692,4,Moderately High,0.8538,0.6000,,pc1+llm
nextgov.com,0.8144,5,High,0.8466,0.7500,,pc1+llm
nextnewsnetwork.com,0.4190,3,Mixed,0.6630,0.2000,2,pc1+llm+iffy
nextobserver.com,0.8852,5,High,0.8852,,,pc1
nextquotidiano.it,0.7699,4,Moderately High,0.7699,,,pc1
nextshark.com,0.6018,4,Moderately High,0.5527,0.7000,,pc1+llm
nexus.fr,0.3246,2,Low,0.3246,,,pc1
nexusedizioni.it,0.2438,2,Low,0.2438,,,pc1
nfl.nbcsports.com,0.6669,4,Moderately High,0.6669,,,pc1
nflmocks.com,0.7042,4,Moderately High,0.7042,,,pc1
nflspinzone.com,0.5924,3,Mixed,0.5924,,,pc1
nfrw.org,0.4578,3,Mixed,0.4578,,,pc1
ngo-monitor.org,0.4998,3,Mixed,0.4497,0.6000,,pc1+llm
nhbusinessdaily.com,0.4074,3,Mixed,0.4361,,4,pc1+iffy
nhk.or.jp,0.8781,5,High,0.8671,0.9000,,pc1+llm
nhk.or.jp/nhkworld,0.7758,4,Moderately High,0.7758,,,pc1
nhl.nbcsports.com,0.6926,4,Moderately High,0.6926,,,pc1
nhregister.com,0.7957,4,Moderately High,0.8435,0.7000,,pc1+llm
nhs.uk,0.5521,3,Mixed,0.5521,,,pc1
niagara-gazette.com,0.7660,4,Moderately High,0.7990,0.7000,,pc1+llm
niagarafallsreview.ca,0.7167,4,Moderately High,0.7250,0.7000,,pc1+llm
niagaraleader.com,0.3927,2,Low,0.4140,,4,pc1+iffy
niagarathisweek.com,0.6515,4,Moderately High,0.6272,0.7000,,pc1+llm
nibiru2012.it,0.2528,2,Low,0.2528,,,pc1
nicematin.com,0.6224,4,Moderately High,0.5836,0.7000,,pc1+llm
nickadamsusa.com,0.5794,3,Mixed,0.5794,,,pc1
nickiswift.com,0.5669,3,Mixed,0.6504,0.4000,,pc1+llm
nicolaporro.it,0.3954,2,Low,0.3954,,,pc1
niemanlab.org,0.6993,4,Moderately High,0.5989,0.9000,,pc1+llm
nigerianwatch.com,0.4861,3,Mixed,0.4861,,,pc1
nih.gov,0.9078,5,High,0.8868,0.9500,,pc1+llm
nikkei.com,0.7455,4,Moderately High,0.6683,0.9000,,pc1+llm
nine.com.au,0.5726,3,Mixed,0.5088,0.7000,,pc1+llm
ninefornews.nl,0.1500,1,Very Low,,,2,iffy
ninernoise.com,0.5187,3,Mixed,0.5187,,,pc1
nipawinjournal.com,0.5602,3,Mixed,0.5602,,,pc1
niskanencenter.org,0.8716,5,High,0.9323,0.7500,,pc1+llm
nit.com.au,0.6964,4,Moderately High,0.6964,,,pc1
nj.com,0.8234,5,High,0.8851,0.7000,,pc1+llm
nj1015.com,0.7607,4,Moderately High,0.8410,0.6000,,pc1+llm
njbusinessdaily.com,0.4736,3,Mixed,0.5354,,4,pc1+iffy
njherald.com,0.6706,4,Moderately High,0.6558,0.7000,,pc1+llm
nknews.org,0.8141,5,High,0.8712,0.7000,,pc1+llm
nm.org,0.6618,4,Moderately High,0.5427,0.9000,,pc1+llm
nmbusinessdaily.com,0.5282,3,Mixed,0.6173,,4,pc1+iffy
nmws.us,0.3651,2,Low,0.4726,,2,pc1+iffy
nn.de,0.7166,4,Moderately High,0.7166,,,pc1
